year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,11,1641.0,1650,-9.0,1834.0,1906,-32.0,9E,2910,N294PQ,JFK,CVG,97.0,589,16,50,2013-11-11 16:00:00
2013,11,11,1656.0,1700,-4.0,1851.0,1913,-22.0,9E,3932,N8747B,EWR,CVG,96.0,569,17,0,2013-11-11 17:00:00
2013,11,11,1722.0,1729,-7.0,1925.0,1941,-16.0,EV,3849,N14998,EWR,CVG,102.0,569,17,29,2013-11-11 17:00:00
2013,11,11,1939.0,1935,4.0,2131.0,2149,-18.0,9E,2911,N929XJ,JFK,CVG,99.0,589,19,35,2013-11-11 19:00:00
2013,11,11,2101.0,2107,-6.0,2313.0,2319,-6.0,EV,4536,N12900,EWR,CVG,101.0,569,21,7,2013-11-11 21:00:00
2013,11,12,557.0,600,-3.0,833.0,810,23.0,EV,3819,N13970,EWR,CVG,111.0,569,6,0,2013-11-12 06:00:00
2013,11,12,643.0,645,-2.0,847.0,857,-10.0,9E,3769,N8623A,EWR,CVG,105.0,569,6,45,2013-11-12 06:00:00
2013,11,12,833.0,835,-2.0,1114.0,1045,29.0,EV,4638,N15980,EWR,CVG,109.0,569,8,35,2013-11-12 08:00:00
2013,11,12,1345.0,1345,0.0,1554.0,1554,0.0,EV,4687,N13956,EWR,CVG,105.0,569,13,45,2013-11-12 13:00:00
2013,11,12,1606.0,1610,-4.0,1814.0,1819,-5.0,EV,4352,N13964,EWR,CVG,104.0,569,16,10,2013-11-12 16:00:00
2013,11,12,1622.0,1555,27.0,1838.0,1805,33.0,MQ,3075,N676MQ,JFK,CVG,106.0,589,15,55,2013-11-12 15:00:00
2013,11,12,1648.0,1650,-2.0,1918.0,1906,12.0,9E,2910,N924XJ,JFK,CVG,100.0,589,16,50,2013-11-12 16:00:00
2013,11,12,1656.0,1700,-4.0,1904.0,1913,-9.0,9E,3932,N8623A,EWR,CVG,103.0,569,17,0,2013-11-12 17:00:00
2013,11,12,1754.0,1729,25.0,1956.0,1941,15.0,EV,3849,N16561,EWR,CVG,100.0,569,17,29,2013-11-12 17:00:00
2013,11,12,1928.0,1935,-7.0,2132.0,2149,-17.0,9E,2911,N919XJ,JFK,CVG,96.0,589,19,35,2013-11-12 19:00:00
2013,11,12,2103.0,2107,-4.0,2304.0,2319,-15.0,EV,4536,N13538,EWR,CVG,98.0,569,21,7,2013-11-12 21:00:00
2013,11,13,554.0,600,-6.0,746.0,810,-24.0,EV,3819,N12924,EWR,CVG,87.0,569,6,0,2013-11-13 06:00:00
2013,11,13,635.0,645,-10.0,826.0,857,-31.0,9E,3769,N8623A,EWR,CVG,84.0,569,6,45,2013-11-13 06:00:00
2013,11,13,826.0,835,-9.0,1023.0,1045,-22.0,EV,4638,N13994,EWR,CVG,89.0,569,8,35,2013-11-13 08:00:00
2013,11,13,1308.0,1315,-7.0,1453.0,1523,-30.0,9E,3795,N805AY,EWR,CVG,82.0,569,13,15,2013-11-13 13:00:00
2013,11,13,1354.0,1345,9.0,1540.0,1554,-14.0,EV,4687,N13994,EWR,CVG,81.0,569,13,45,2013-11-13 13:00:00
2013,11,13,1551.0,1555,-4.0,1745.0,1805,-20.0,MQ,3075,N637MQ,JFK,CVG,86.0,589,15,55,2013-11-13 15:00:00
2013,11,13,1633.0,1610,23.0,1817.0,1819,-2.0,EV,4352,N15973,EWR,CVG,88.0,569,16,10,2013-11-13 16:00:00
2013,11,13,1648.0,1650,-2.0,1844.0,1906,-22.0,9E,2910,N925XJ,JFK,CVG,87.0,589,16,50,2013-11-13 16:00:00
2013,11,13,1658.0,1700,-2.0,1851.0,1913,-22.0,9E,3932,N8390A,EWR,CVG,83.0,569,17,0,2013-11-13 17:00:00
2013,11,13,1724.0,1729,-5.0,1907.0,1941,-34.0,EV,3849,N14573,EWR,CVG,87.0,569,17,29,2013-11-13 17:00:00
2013,11,13,1925.0,1935,-10.0,2114.0,2149,-35.0,9E,2911,N913XJ,JFK,CVG,85.0,589,19,35,2013-11-13 19:00:00
2013,11,13,2206.0,2107,59.0,24.0,2319,65.0,EV,4536,N13995,EWR,CVG,86.0,569,21,7,2013-11-13 21:00:00
2013,11,14,606.0,600,6.0,807.0,810,-3.0,EV,3819,N16951,EWR,CVG,90.0,569,6,0,2013-11-14 06:00:00
2013,11,14,635.0,645,-10.0,824.0,857,-33.0,9E,3769,N8416B,EWR,CVG,87.0,569,6,45,2013-11-14 06:00:00
2013,11,14,824.0,835,-11.0,1024.0,1045,-21.0,EV,4638,N13566,EWR,CVG,92.0,569,8,35,2013-11-14 08:00:00
2013,11,14,1301.0,1315,-14.0,1449.0,1523,-34.0,9E,3795,N8771A,EWR,CVG,87.0,569,13,15,2013-11-14 13:00:00
2013,11,14,1338.0,1345,-7.0,1538.0,1554,-16.0,EV,4687,N13965,EWR,CVG,94.0,569,13,45,2013-11-14 13:00:00
2013,11,14,1549.0,1555,-6.0,1752.0,1805,-13.0,MQ,3075,N659MQ,JFK,CVG,98.0,589,15,55,2013-11-14 15:00:00
2013,11,14,1610.0,1610,0.0,1805.0,1819,-14.0,EV,4352,N13903,EWR,CVG,94.0,569,16,10,2013-11-14 16:00:00
2013,11,14,1650.0,1650,0.0,1838.0,1906,-28.0,9E,2910,N929XJ,JFK,CVG,93.0,589,16,50,2013-11-14 16:00:00
2013,11,14,1652.0,1700,-8.0,1854.0,1913,-19.0,9E,3932,N8794B,EWR,CVG,101.0,569,17,0,2013-11-14 17:00:00
2013,11,14,1719.0,1729,-10.0,1925.0,1941,-16.0,EV,3849,N15985,EWR,CVG,94.0,569,17,29,2013-11-14 17:00:00
2013,11,14,1934.0,1935,-1.0,2130.0,2149,-19.0,9E,2911,N920XJ,JFK,CVG,95.0,589,19,35,2013-11-14 19:00:00
2013,11,14,2100.0,2107,-7.0,2303.0,2319,-16.0,EV,4536,N13964,EWR,CVG,94.0,569,21,7,2013-11-14 21:00:00
2013,11,15,550.0,600,-10.0,735.0,810,-35.0,EV,3819,N16963,EWR,CVG,89.0,569,6,0,2013-11-15 06:00:00
2013,11,15,635.0,645,-10.0,835.0,857,-22.0,9E,3769,N835AY,EWR,CVG,97.0,569,6,45,2013-11-15 06:00:00
2013,11,15,827.0,835,-8.0,1041.0,1045,-4.0,EV,4638,N11539,EWR,CVG,100.0,569,8,35,2013-11-15 08:00:00
2013,11,15,1306.0,1315,-9.0,1508.0,1523,-15.0,9E,3795,N8837B,EWR,CVG,99.0,569,13,15,2013-11-15 13:00:00
2013,11,15,1348.0,1345,3.0,1549.0,1554,-5.0,EV,4687,N26545,EWR,CVG,101.0,569,13,45,2013-11-15 13:00:00
2013,11,15,1559.0,1555,4.0,1814.0,1805,9.0,MQ,3075,N664MQ,JFK,CVG,103.0,589,15,55,2013-11-15 15:00:00
2013,11,15,1602.0,1610,-8.0,1807.0,1819,-12.0,EV,4352,N15983,EWR,CVG,103.0,569,16,10,2013-11-15 16:00:00
2013,11,15,1645.0,1650,-5.0,1839.0,1906,-27.0,9E,2910,N934XJ,JFK,CVG,98.0,589,16,50,2013-11-15 16:00:00
2013,11,15,1652.0,1700,-8.0,1902.0,1913,-11.0,9E,3932,N8884E,EWR,CVG,100.0,569,17,0,2013-11-15 17:00:00
2013,11,15,1719.0,1729,-10.0,1939.0,1941,-2.0,EV,3849,N13913,EWR,CVG,106.0,569,17,29,2013-11-15 17:00:00
2013,11,15,1927.0,1935,-8.0,2124.0,2149,-25.0,9E,2911,N295PQ,JFK,CVG,99.0,589,19,35,2013-11-15 19:00:00
2013,11,15,2105.0,2107,-2.0,2321.0,2319,2.0,EV,4536,N13988,EWR,CVG,93.0,569,21,7,2013-11-15 21:00:00
2013,11,16,829.0,835,-6.0,1033.0,1045,-12.0,EV,4638,N11551,EWR,CVG,102.0,569,8,35,2013-11-16 08:00:00
2013,11,16,1034.0,1000,34.0,1254.0,1222,32.0,9E,3533,N605LR,LGA,CVG,106.0,585,10,0,2013-11-16 10:00:00
2013,11,16,1154.0,1200,-6.0,1401.0,1422,-21.0,9E,3415,N908XJ,LGA,CVG,99.0,585,12,0,2013-11-16 12:00:00
2013,11,16,1337.0,1345,-8.0,1540.0,1554,-14.0,EV,4629,N15983,EWR,CVG,105.0,569,13,45,2013-11-16 13:00:00
2013,11,16,1556.0,1610,-14.0,1758.0,1819,-21.0,EV,4352,N16561,EWR,CVG,101.0,569,16,10,2013-11-16 16:00:00
2013,11,16,1556.0,1555,1.0,1811.0,1805,6.0,MQ,3075,N662MQ,JFK,CVG,112.0,589,15,55,2013-11-16 15:00:00
2013,11,16,1649.0,1650,-1.0,1907.0,1902,5.0,9E,2910,N605LR,JFK,CVG,107.0,589,16,50,2013-11-16 16:00:00
2013,11,16,1932.0,1935,-3.0,2138.0,2145,-7.0,9E,2911,N924XJ,JFK,CVG,101.0,589,19,35,2013-11-16 19:00:00
2013,11,17,824.0,835,-11.0,1040.0,1045,-5.0,EV,4638,N11548,EWR,CVG,110.0,569,8,35,2013-11-17 08:00:00
2013,11,17,1322.0,1315,7.0,1537.0,1523,14.0,9E,3795,N8940E,EWR,CVG,107.0,569,13,15,2013-11-17 13:00:00
2013,11,17,1335.0,1345,-10.0,1607.0,1554,13.0,EV,4687,N18556,EWR,CVG,105.0,569,13,45,2013-11-17 13:00:00
2013,11,17,1556.0,1610,-14.0,1815.0,1819,-4.0,EV,4352,N14953,EWR,CVG,111.0,569,16,10,2013-11-17 16:00:00
2013,11,17,1622.0,1555,27.0,1950.0,1805,105.0,MQ,3075,N668MQ,JFK,CVG,160.0,589,15,55,2013-11-17 15:00:00
2013,11,17,1649.0,1700,-11.0,1953.0,1913,40.0,9E,3932,N8488D,EWR,CVG,146.0,569,17,0,2013-11-17 17:00:00
2013,11,17,1708.0,1650,18.0,1949.0,1906,43.0,9E,2910,N904XJ,JFK,CVG,122.0,589,16,50,2013-11-17 16:00:00
2013,11,17,1723.0,1732,-9.0,2002.0,1944,18.0,EV,3849,N14904,EWR,CVG,116.0,569,17,32,2013-11-17 17:00:00
2013,11,17,1949.0,1935,14.0,2148.0,2149,-1.0,9E,2911,N915XJ,JFK,CVG,96.0,589,19,35,2013-11-17 19:00:00
2013,11,17,2130.0,2107,23.0,2332.0,2319,13.0,EV,4536,N16981,EWR,CVG,100.0,569,21,7,2013-11-17 21:00:00
2013,11,18,559.0,600,-1.0,814.0,810,4.0,EV,3819,N12540,EWR,CVG,106.0,569,6,0,2013-11-18 06:00:00
2013,11,18,640.0,645,-5.0,842.0,857,-15.0,9E,3769,N8907A,EWR,CVG,103.0,569,6,45,2013-11-18 06:00:00
2013,11,18,830.0,835,-5.0,1036.0,1045,-9.0,EV,4638,N13979,EWR,CVG,101.0,569,8,35,2013-11-18 08:00:00
2013,11,18,1305.0,1315,-10.0,1519.0,1523,-4.0,9E,3795,N8907A,EWR,CVG,107.0,569,13,15,2013-11-18 13:00:00
2013,11,18,1343.0,1345,-2.0,1551.0,1554,-3.0,EV,4687,N15983,EWR,CVG,101.0,569,13,45,2013-11-18 13:00:00
2013,11,18,1610.0,1610,0.0,1821.0,1819,2.0,EV,4352,N13913,EWR,CVG,108.0,569,16,10,2013-11-18 16:00:00
2013,11,18,1612.0,1555,17.0,1831.0,1805,26.0,MQ,3075,N928MQ,JFK,CVG,104.0,589,15,55,2013-11-18 15:00:00
2013,11,18,1646.0,1650,-4.0,1903.0,1906,-3.0,9E,2910,N924XJ,JFK,CVG,101.0,589,16,50,2013-11-18 16:00:00
2013,11,18,1650.0,1700,-10.0,1851.0,1913,-22.0,9E,3932,N830AY,EWR,CVG,100.0,569,17,0,2013-11-18 17:00:00
2013,11,18,1931.0,1935,-4.0,2157.0,2149,8.0,9E,2911,N919XJ,JFK,CVG,105.0,589,19,35,2013-11-18 19:00:00
2013,11,18,1947.0,1729,138.0,2154.0,1941,133.0,EV,3849,N11547,EWR,CVG,101.0,569,17,29,2013-11-18 17:00:00
2013,11,18,2058.0,2107,-9.0,2301.0,2319,-18.0,EV,4536,N16918,EWR,CVG,101.0,569,21,7,2013-11-18 21:00:00
2013,11,19,557.0,600,-3.0,809.0,810,-1.0,EV,3819,N18557,EWR,CVG,98.0,569,6,0,2013-11-19 06:00:00
2013,11,19,637.0,645,-8.0,847.0,857,-10.0,9E,3769,N8924B,EWR,CVG,93.0,569,6,45,2013-11-19 06:00:00
2013,11,19,829.0,835,-6.0,1045.0,1045,0.0,EV,4638,N14923,EWR,CVG,103.0,569,8,35,2013-11-19 08:00:00
2013,11,19,1340.0,1345,-5.0,1531.0,1554,-23.0,EV,4687,N14920,EWR,CVG,98.0,569,13,45,2013-11-19 13:00:00
2013,11,19,1552.0,1555,-3.0,1802.0,1805,-3.0,MQ,3075,N606MQ,JFK,CVG,100.0,589,15,55,2013-11-19 15:00:00
2013,11,19,1607.0,1610,-3.0,1821.0,1819,2.0,EV,4352,N13988,EWR,CVG,96.0,569,16,10,2013-11-19 16:00:00
2013,11,19,1647.0,1650,-3.0,1918.0,1906,12.0,9E,2910,N831AY,JFK,CVG,92.0,589,16,50,2013-11-19 16:00:00
2013,11,19,1658.0,1700,-2.0,1913.0,1913,0.0,9E,3932,N8751D,EWR,CVG,95.0,569,17,0,2013-11-19 17:00:00
2013,11,19,1752.0,1729,23.0,1957.0,1941,16.0,EV,3849,N13949,EWR,CVG,89.0,569,17,29,2013-11-19 17:00:00
2013,11,19,1935.0,1935,0.0,2148.0,2149,-1.0,9E,2911,N901XJ,JFK,CVG,95.0,589,19,35,2013-11-19 19:00:00
2013,11,19,2052.0,2107,-15.0,2245.0,2319,-34.0,EV,4536,N15910,EWR,CVG,94.0,569,21,7,2013-11-19 21:00:00
2013,11,20,556.0,600,-4.0,743.0,810,-27.0,EV,3819,N11539,EWR,CVG,90.0,569,6,0,2013-11-20 06:00:00
2013,11,20,644.0,645,-1.0,840.0,857,-17.0,9E,3769,N8751D,EWR,CVG,93.0,569,6,45,2013-11-20 06:00:00
2013,11,20,824.0,835,-11.0,1032.0,1045,-13.0,EV,4638,N13538,EWR,CVG,90.0,569,8,35,2013-11-20 08:00:00
2013,11,20,1306.0,1315,-9.0,1449.0,1523,-34.0,9E,3795,N8913A,EWR,CVG,89.0,569,13,15,2013-11-20 13:00:00
2013,11,20,1338.0,1345,-7.0,1533.0,1554,-21.0,EV,4687,N16987,EWR,CVG,91.0,569,13,45,2013-11-20 13:00:00
2013,11,20,1606.0,1555,11.0,1755.0,1805,-10.0,MQ,3075,N653MQ,JFK,CVG,92.0,589,15,55,2013-11-20 15:00:00
2013,11,20,1609.0,1610,-1.0,1800.0,1819,-19.0,EV,4352,N18556,EWR,CVG,92.0,569,16,10,2013-11-20 16:00:00
2013,11,20,1654.0,1700,-6.0,1858.0,1913,-15.0,9E,3932,N8673D,EWR,CVG,93.0,569,17,0,2013-11-20 17:00:00
2013,11,20,1659.0,1650,9.0,1901.0,1906,-5.0,9E,2910,N602LR,JFK,CVG,91.0,589,16,50,2013-11-20 16:00:00
2013,11,20,1724.0,1729,-5.0,1923.0,1941,-18.0,EV,3849,N13994,EWR,CVG,90.0,569,17,29,2013-11-20 17:00:00
2013,11,20,1931.0,1935,-4.0,2118.0,2149,-31.0,9E,2911,N921XJ,JFK,CVG,88.0,589,19,35,2013-11-20 19:00:00
2013,11,20,2055.0,2107,-12.0,2242.0,2319,-37.0,EV,4536,N14905,EWR,CVG,90.0,569,21,7,2013-11-20 21:00:00
2013,11,21,555.0,600,-5.0,800.0,810,-10.0,EV,3819,N26545,EWR,CVG,95.0,569,6,0,2013-11-21 06:00:00
2013,11,21,638.0,645,-7.0,846.0,857,-11.0,9E,3769,N8913A,EWR,CVG,96.0,569,6,45,2013-11-21 06:00:00
2013,11,21,951.0,835,76.0,1145.0,1045,60.0,EV,4638,N18556,EWR,CVG,96.0,569,8,35,2013-11-21 08:00:00
2013,11,21,1305.0,1315,-10.0,1501.0,1523,-22.0,9E,3795,N8747B,EWR,CVG,97.0,569,13,15,2013-11-21 13:00:00
2013,11,21,1336.0,1345,-9.0,1527.0,1554,-27.0,EV,4687,N14953,EWR,CVG,94.0,569,13,45,2013-11-21 13:00:00
2013,11,21,1545.0,1545,0.0,1744.0,1810,-26.0,MQ,2963,N652MQ,JFK,CVG,97.0,589,15,45,2013-11-21 15:00:00
2013,11,21,1609.0,1610,-1.0,1805.0,1819,-14.0,EV,4352,N15985,EWR,CVG,97.0,569,16,10,2013-11-21 16:00:00
2013,11,21,1652.0,1700,-8.0,1850.0,1913,-23.0,9E,3932,N8960A,EWR,CVG,97.0,569,17,0,2013-11-21 17:00:00
2013,11,21,1723.0,1729,-6.0,1934.0,1941,-7.0,EV,3849,N13965,EWR,CVG,95.0,569,17,29,2013-11-21 17:00:00
2013,11,21,1815.0,1650,85.0,2011.0,1906,65.0,9E,2910,N921XJ,JFK,CVG,95.0,589,16,50,2013-11-21 16:00:00
2013,11,21,1945.0,1935,10.0,2141.0,2149,-8.0,9E,2911,N929XJ,JFK,CVG,95.0,589,19,35,2013-11-21 19:00:00
2013,11,21,2103.0,2107,-4.0,2308.0,2319,-11.0,EV,4536,N11547,EWR,CVG,98.0,569,21,7,2013-11-21 21:00:00
2013,11,22,550.0,600,-10.0,801.0,810,-9.0,EV,3819,N13965,EWR,CVG,101.0,569,6,0,2013-11-22 06:00:00
2013,11,22,642.0,645,-3.0,848.0,857,-9.0,9E,3769,N8938A,EWR,CVG,106.0,569,6,45,2013-11-22 06:00:00
2013,11,22,825.0,835,-10.0,1041.0,1045,-4.0,EV,4638,N14950,EWR,CVG,105.0,569,8,35,2013-11-22 08:00:00
2013,11,22,1311.0,1315,-4.0,1519.0,1523,-4.0,9E,3795,N8745B,EWR,CVG,106.0,569,13,15,2013-11-22 13:00:00
2013,11,22,1342.0,1345,-3.0,1547.0,1554,-7.0,EV,4687,N14993,EWR,CVG,100.0,569,13,45,2013-11-22 13:00:00
2013,11,22,1545.0,1545,0.0,1817.0,1810,7.0,MQ,2963,N659MQ,JFK,CVG,107.0,589,15,45,2013-11-22 15:00:00
2013,11,22,1656.0,1700,-4.0,1908.0,1913,-5.0,9E,3932,N8747B,EWR,CVG,103.0,569,17,0,2013-11-22 17:00:00
2013,11,22,1721.0,1610,71.0,1941.0,1819,82.0,EV,4352,N13994,EWR,CVG,105.0,569,16,10,2013-11-22 16:00:00
2013,11,22,1759.0,1729,30.0,2015.0,1941,34.0,EV,3849,N29906,EWR,CVG,103.0,569,17,29,2013-11-22 17:00:00
2013,11,22,1816.0,1650,86.0,2015.0,1906,69.0,9E,2910,N929XJ,JFK,CVG,99.0,589,16,50,2013-11-22 16:00:00
2013,11,22,1926.0,1935,-9.0,2121.0,2149,-28.0,9E,2911,N605LR,JFK,CVG,100.0,589,19,35,2013-11-22 19:00:00
2013,11,22,2059.0,2107,-8.0,2315.0,2319,-4.0,EV,4536,N26545,EWR,CVG,104.0,569,21,7,2013-11-22 21:00:00
2013,11,23,820.0,829,-9.0,1033.0,1039,-6.0,EV,4638,N14959,EWR,CVG,107.0,569,8,29,2013-11-23 08:00:00
2013,11,23,957.0,1000,-3.0,1228.0,1222,6.0,9E,3533,N272PQ,LGA,CVG,112.0,585,10,0,2013-11-23 10:00:00
2013,11,23,1152.0,1200,-8.0,1400.0,1422,-22.0,9E,3415,N902XJ,LGA,CVG,107.0,585,12,0,2013-11-23 12:00:00
2013,11,23,1340.0,1345,-5.0,1548.0,1554,-6.0,EV,4629,N16541,EWR,CVG,110.0,569,13,45,2013-11-23 13:00:00
2013,11,23,1553.0,1545,8.0,1846.0,1810,36.0,MQ,2963,N933MQ,JFK,CVG,132.0,589,15,45,2013-11-23 15:00:00
2013,11,23,1638.0,1650,-12.0,1907.0,1902,5.0,9E,2910,N295PQ,JFK,CVG,117.0,589,16,50,2013-11-23 16:00:00
2013,11,23,1913.0,1610,183.0,2135.0,1819,196.0,EV,4352,N11127,EWR,CVG,119.0,569,16,10,2013-11-23 16:00:00
2013,11,23,2033.0,1935,58.0,2310.0,2145,85.0,9E,2911,N929XJ,JFK,CVG,114.0,589,19,35,2013-11-23 19:00:00
2013,11,24,825.0,835,-10.0,1027.0,1045,-18.0,EV,4638,N16963,EWR,CVG,103.0,569,8,35,2013-11-24 08:00:00
2013,11,24,1302.0,1310,-8.0,1504.0,1530,-26.0,EV,5179,N710EV,LGA,CVG,91.0,585,13,10,2013-11-24 13:00:00
2013,11,24,1309.0,1315,-6.0,1509.0,1523,-14.0,9E,3795,N834AY,EWR,CVG,94.0,569,13,15,2013-11-24 13:00:00
2013,11,24,1359.0,1345,14.0,1551.0,1554,-3.0,EV,4687,N13997,EWR,CVG,96.0,569,13,45,2013-11-24 13:00:00
2013,11,24,1540.0,1545,-5.0,1802.0,1810,-8.0,MQ,2963,N601MQ,JFK,CVG,100.0,589,15,45,2013-11-24 15:00:00
2013,11,24,1613.0,1610,3.0,1808.0,1819,-11.0,EV,4352,N13979,EWR,CVG,94.0,569,16,10,2013-11-24 16:00:00
2013,11,24,1655.0,1700,-5.0,1853.0,1913,-20.0,9E,3932,N825AY,EWR,CVG,96.0,569,17,0,2013-11-24 17:00:00
2013,11,24,1656.0,1702,-6.0,1922.0,1925,-3.0,9E,3367,N927XJ,LGA,CVG,101.0,585,17,2,2013-11-24 17:00:00
2013,11,24,1723.0,1650,33.0,1935.0,1906,29.0,9E,2910,N602LR,JFK,CVG,96.0,589,16,50,2013-11-24 16:00:00
2013,11,24,1742.0,1732,10.0,1943.0,1944,-1.0,EV,3849,N29917,EWR,CVG,96.0,569,17,32,2013-11-24 17:00:00
2013,11,24,2022.0,1935,47.0,2257.0,2149,68.0,9E,2911,N601LR,JFK,CVG,92.0,589,19,35,2013-11-24 19:00:00
2013,11,24,2136.0,2107,29.0,2332.0,2319,13.0,EV,4536,N11551,EWR,CVG,98.0,569,21,7,2013-11-24 21:00:00
2013,11,25,555.0,600,-5.0,815.0,810,5.0,EV,3849,N21537,EWR,CVG,111.0,569,6,0,2013-11-25 06:00:00
2013,11,25,855.0,835,20.0,1056.0,1045,11.0,EV,4638,N11547,EWR,CVG,102.0,569,8,35,2013-11-25 08:00:00
2013,11,25,1307.0,1315,-8.0,1505.0,1523,-18.0,9E,3795,N8960A,EWR,CVG,101.0,569,13,15,2013-11-25 13:00:00
2013,11,25,1347.0,1345,2.0,1558.0,1554,4.0,EV,4687,N11547,EWR,CVG,102.0,569,13,45,2013-11-25 13:00:00
2013,11,25,1539.0,1545,-6.0,1738.0,1810,-32.0,MQ,2963,N672MQ,JFK,CVG,102.0,589,15,45,2013-11-25 15:00:00
2013,11,25,1627.0,1616,11.0,1837.0,1825,12.0,EV,4352,N27962,EWR,CVG,101.0,569,16,16,2013-11-25 16:00:00
2013,11,25,1646.0,1650,-4.0,1858.0,1906,-8.0,9E,2910,N292PQ,JFK,CVG,104.0,589,16,50,2013-11-25 16:00:00
2013,11,25,1651.0,1700,-9.0,1857.0,1913,-16.0,9E,3932,N8971A,EWR,CVG,103.0,569,17,0,2013-11-25 17:00:00
2013,11,25,1931.0,1935,-4.0,2137.0,2149,-12.0,9E,2911,N604LR,JFK,CVG,106.0,589,19,35,2013-11-25 19:00:00
2013,11,25,2058.0,2107,-9.0,2315.0,2319,-4.0,EV,4536,N16951,EWR,CVG,106.0,569,21,7,2013-11-25 21:00:00
2013,11,26,600.0,600,0.0,808.0,810,-2.0,EV,3819,N11539,EWR,CVG,107.0,569,6,0,2013-11-26 06:00:00
2013,11,26,638.0,645,-7.0,845.0,857,-12.0,9E,3769,N8623A,EWR,CVG,107.0,569,6,45,2013-11-26 06:00:00
2013,11,26,829.0,835,-6.0,1044.0,1045,-1.0,EV,4638,N16918,EWR,CVG,111.0,569,8,35,2013-11-26 08:00:00
2013,11,26,1303.0,1310,-7.0,1503.0,1530,-27.0,EV,5179,N741EV,LGA,CVG,101.0,585,13,10,2013-11-26 13:00:00
2013,11,26,1309.0,1315,-6.0,1518.0,1523,-5.0,9E,3795,N805AY,EWR,CVG,106.0,569,13,15,2013-11-26 13:00:00
2013,11,26,1340.0,1345,-5.0,1546.0,1554,-8.0,EV,4687,N14977,EWR,CVG,102.0,569,13,45,2013-11-26 13:00:00
2013,11,26,1644.0,1610,34.0,1853.0,1819,34.0,EV,4352,N14916,EWR,CVG,106.0,569,16,10,2013-11-26 16:00:00
2013,11,26,1651.0,1700,-9.0,1902.0,1913,-11.0,9E,3932,N8965E,EWR,CVG,104.0,569,17,0,2013-11-26 17:00:00
2013,11,26,1656.0,1545,71.0,1912.0,1810,62.0,MQ,2963,N941MQ,JFK,CVG,105.0,589,15,45,2013-11-26 15:00:00
2013,11,26,1659.0,1702,-3.0,1916.0,1925,-9.0,EV,5217,N709EV,LGA,CVG,106.0,585,17,2,2013-11-26 17:00:00
2013,11,26,1712.0,1650,22.0,1927.0,1906,21.0,9E,2910,N921XJ,JFK,CVG,100.0,589,16,50,2013-11-26 16:00:00
2013,11,26,1935.0,1935,0.0,2141.0,2149,-8.0,9E,2911,N601LR,JFK,CVG,99.0,589,19,35,2013-11-26 19:00:00
2013,11,26,1948.0,1729,139.0,2154.0,1941,133.0,EV,3849,N13124,EWR,CVG,99.0,569,17,29,2013-11-26 17:00:00
2013,11,26,2114.0,2107,7.0,2339.0,2319,20.0,EV,4536,N13949,EWR,CVG,104.0,569,21,7,2013-11-26 21:00:00
2013,11,27,603.0,600,3.0,820.0,810,10.0,EV,3819,N13979,EWR,CVG,104.0,569,6,0,2013-11-27 06:00:00
2013,11,27,658.0,645,13.0,910.0,857,13.0,9E,3769,N8745B,EWR,CVG,108.0,569,6,45,2013-11-27 06:00:00
2013,11,27,828.0,835,-7.0,1034.0,1045,-11.0,EV,4638,N14953,EWR,CVG,107.0,569,8,35,2013-11-27 08:00:00
2013,11,27,1308.0,1315,-7.0,1511.0,1523,-12.0,9E,3795,N8965E,EWR,CVG,105.0,569,13,15,2013-11-27 13:00:00
2013,11,27,1340.0,1345,-5.0,1537.0,1554,-17.0,EV,4687,N11192,EWR,CVG,100.0,569,13,45,2013-11-27 13:00:00
2013,11,27,1610.0,1545,25.0,1829.0,1810,19.0,MQ,2963,N674MQ,JFK,CVG,103.0,589,15,45,2013-11-27 15:00:00
2013,11,27,1629.0,1610,19.0,1827.0,1819,8.0,EV,4352,N13969,EWR,CVG,98.0,569,16,10,2013-11-27 16:00:00
2013,11,27,1649.0,1650,-1.0,1905.0,1906,-1.0,9E,2910,N925XJ,JFK,CVG,96.0,589,16,50,2013-11-27 16:00:00
2013,11,27,1730.0,1729,1.0,1927.0,1941,-14.0,EV,3849,N13913,EWR,CVG,104.0,569,17,29,2013-11-27 17:00:00
2013,11,27,1814.0,1700,74.0,2030.0,1913,77.0,9E,3932,N8745B,EWR,CVG,93.0,569,17,0,2013-11-27 17:00:00
2013,11,27,2055.0,1935,80.0,2323.0,2149,94.0,9E,2911,N937XJ,JFK,CVG,96.0,589,19,35,2013-11-27 19:00:00
2013,11,27,2137.0,2107,30.0,2345.0,2319,26.0,EV,4536,N14568,EWR,CVG,96.0,569,21,7,2013-11-27 21:00:00
2013,11,28,558.0,600,-2.0,805.0,810,-5.0,EV,4150,N29917,EWR,CVG,100.0,569,6,0,2013-11-28 06:00:00
2013,11,28,615.0,625,-10.0,817.0,842,-25.0,9E,3365,N927XJ,LGA,CVG,102.0,585,6,25,2013-11-28 06:00:00
2013,11,28,850.0,840,10.0,1102.0,1050,12.0,EV,3849,N14568,EWR,CVG,116.0,569,8,40,2013-11-28 08:00:00
2013,11,28,1647.0,1650,-3.0,1852.0,1906,-14.0,9E,2910,N934XJ,JFK,CVG,96.0,589,16,50,2013-11-28 16:00:00
